source,target,source_lang,other_lang,translator_name,translated_text,cosine_similarity_original_translation,cosine_similarity_vs_source,cosine_similarity_vs_target
"(1994) ont réalisé des relevés aériens photographiques dans le détroit de Peel, l'inlet Prince-Régent, l'inlet de l'Amirauté et une partie du détroit d'Eclipse en 1984","(1994) conducted aerial photo surveys in Peel Sound, Prince Regent Inlet, Admiralty Inlet and part of Eclipse Sound in 1984",fr,en,m2m100_418m_base,"(1994) made photographic air records in the Peel Strait, the Prince-Regent Inlet, the Emirate Inlet and part of the Eclipse Strait in 1984",0.8845264911651611,0.9160575866699219,0.9170137047767639
"(1994) ont réalisé des relevés aériens photographiques dans le détroit de Peel, l'inlet Prince-Régent, l'inlet de l'Amirauté et une partie du détroit d'Eclipse en 1984","(1994) conducted aerial photo surveys in Peel Sound, Prince Regent Inlet, Admiralty Inlet and part of Eclipse Sound in 1984",fr,en,m2m100_418m_finetuned,"(1994) conducted aerial photographic surveys in Peel Strait, Prince Regent Inlet, Amiracy Inlet, and part of Eclipse Strait in 1984",0.8845264911651611,0.9098065495491028,0.9432252049446106
"(1994) ont réalisé des relevés aériens photographiques dans le détroit de Peel, l'inlet Prince-Régent, l'inlet de l'Amirauté et une partie du détroit d'Eclipse en 1984","(1994) conducted aerial photo surveys in Peel Sound, Prince Regent Inlet, Admiralty Inlet and part of Eclipse Sound in 1984",fr,en,mbart50_mmt_base,"(1994) conducted photographic aerial surveys in Peel Strait, Prince Regent Inlet, Admiralty Inlet and part of Eclipse Strait in 1984",0.8845264911651611,0.9173200130462646,0.9600646495819092
"(1994) ont réalisé des relevés aériens photographiques dans le détroit de Peel, l'inlet Prince-Régent, l'inlet de l'Amirauté et une partie du détroit d'Eclipse en 1984","(1994) conducted aerial photo surveys in Peel Sound, Prince Regent Inlet, Admiralty Inlet and part of Eclipse Sound in 1984",fr,en,mbart50_mmt_finetuned,"(1994) conducted aerial photographic surveys in the Strait of Peel, Prince Regent Inlet, Admiralty Inlet, and part of Eclipse Sound in 1984.",0.8845264911651611,0.9021402597427368,0.951626181602478
"Il était de 80 400 t'en 2020, en augmentation par rapport à 2019, mais toujours près des niveaux les plus bas de la série chronologique du relevé","It was 80,400 t in 2020, an increase from 2019, but still near the lowest levels in the survey time series",fr,en,nllb_3b_base_researchonly,"It was 80,400 tonnes in 2020, up from 2019, but still close to the lowest levels in the time series of the survey.",0.923072099685669,0.9007169008255005,0.9103525876998901
"Il était de 80 400 t'en 2020, en augmentation par rapport à 2019, mais toujours près des niveaux les plus bas de la série chronologique du relevé","It was 80,400 t in 2020, an increase from 2019, but still near the lowest levels in the survey time series",fr,en,opus_mt_base,"It was 80,400 t in 2020, up from 2019, but still near the lowest levels in the time series of the survey",0.923072099685669,0.9210351705551147,0.9904791116714478
"Il était de 80 400 t'en 2020, en augmentation par rapport à 2019, mais toujours près des niveaux les plus bas de la série chronologique du relevé","It was 80,400 t in 2020, an increase from 2019, but still near the lowest levels in the survey time series",fr,en,opus_mt_finetuned,"It was 80,400 t in 2020, up from 2019, but still near the lowest levels in the survey time series.",0.923072099685669,0.9266692399978638,0.9462077617645264
"Il était de 80 400 t'en 2020, en augmentation par rapport à 2019, mais toujours près des niveaux les plus bas de la série chronologique du relevé","It was 80,400 t in 2020, an increase from 2019, but still near the lowest levels in the survey time series",fr,en,m2m100_418m_base,"It was 80 400 t in 2020, increasing compared to 2019, but still close to the lowest levels in the chronological series of the report",0.923072099685669,0.939642608165741,0.971433162689209
"Il était de 80 400 t'en 2020, en augmentation par rapport à 2019, mais toujours près des niveaux les plus bas de la série chronologique du relevé","It was 80,400 t in 2020, an increase from 2019, but still near the lowest levels in the survey time series",fr,en,m2m100_418m_finetuned,"It was 80 400 t in 2020, increasing from 2019, but still close to the lowest levels in the survey time series.",0.923072099685669,0.9337731003761292,0.9426831007003784
"Il était de 80 400 t'en 2020, en augmentation par rapport à 2019, mais toujours près des niveaux les plus bas de la série chronologique du relevé","It was 80,400 t in 2020, an increase from 2019, but still near the lowest levels in the survey time series",fr,en,mbart50_mmt_base,"It was 80,400 t in 2020, up from 2019, but still close to the lowest levels in the chronological series of the survey",0.923072099685669,0.9259446263313293,0.9849135875701904
"Il était de 80 400 t'en 2020, en augmentation par rapport à 2019, mais toujours près des niveaux les plus bas de la série chronologique du relevé","It was 80,400 t in 2020, an increase from 2019, but still near the lowest levels in the survey time series",fr,en,mbart50_mmt_finetuned,"It was 80,400 t in 2020, up from 2019, but still close to the lowest levels in the survey time series.",0.923072099685669,0.9261597394943237,0.9433131217956543
The first level of region for such areas will be the ecoregion,Le premier niveau de classification retenu pour ces zones est l'écorégion,en,fr,nllb_3b_base_researchonly,Le premier niveau de région pour ces zones sera l'écorégion.,0.8335278034210205,0.8603625297546387,0.8927398324012756
The first level of region for such areas will be the ecoregion,Le premier niveau de classification retenu pour ces zones est l'écorégion,en,fr,opus_mt_base,Le premier niveau de région pour ces zones sera l'écorégion,0.8335278034210205,0.9032827019691467,0.9072437286376953
The first level of region for such areas will be the ecoregion,Le premier niveau de classification retenu pour ces zones est l'écorégion,en,fr,opus_mt_finetuned,Le premier niveau de région pour ces zones sera l'écorégion.,0.8335278034210205,0.8603625297546387,0.8927398324012756
The first level of region for such areas will be the ecoregion,Le premier niveau de classification retenu pour ces zones est l'écorégion,en,fr,m2m100_418m_base,Le premier niveau de la région pour ces zones sera l’ecorégion,0.8335278034210205,0.9135488867759705,0.9050015807151794
The first level of region for such areas will be the ecoregion,Le premier niveau de classification retenu pour ces zones est l'écorégion,en,fr,m2m100_418m_finetuned,Le premier niveau de la région pour ces zones sera l'écorégion.,0.8335278034210205,0.8625360131263733,0.8951383829116821
The first level of region for such areas will be the ecoregion,Le premier niveau de classification retenu pour ces zones est l'écorégion,en,fr,mbart50_mmt_base,Le premier niveau de la région pour ces zones sera l'écorégion.,0.8335278034210205,0.8625360131263733,0.8951383829116821
The first level of region for such areas will be the ecoregion,Le premier niveau de classification retenu pour ces zones est l'écorégion,en,fr,mbart50_mmt_finetuned,Le premier niveau de la région pour ces zones sera l'écorégion.,0.8335278034210205,0.8625360131263733,0.8951383829116821
"Many First Nations do collect information on RCA fishing activity, and this is an important area for further research","Bon nombre de Premières Nations recueillent de l'information sur l'activité de pêche ASR, et il s'agit d'un domaine important pour de futures recherches",en,fr,nllb_3b_base_researchonly,"De nombreuses Premières Nations recueillent effectivement des informations sur les activités de pêche en RCA, ce qui constitue un domaine important pour la poursuite des recherches.",0.8479843735694885,0.8477436900138855,0.8867993354797363
"Many First Nations do collect information on RCA fishing activity, and this is an important area for further research","Bon nombre de Premières Nations recueillent de l'information sur l'activité de pêche ASR, et il s'agit d'un domaine important pour de futures recherches",en,fr,opus_mt_base,"De nombreuses Premières nations recueillent de l'information sur les activités de pêche de la RCA, et il s'agit d'un domaine de recherche important.",0.8479843735694885,0.85874342918396,0.9091869592666626
"Many First Nations do collect information on RCA fishing activity, and this is an important area for further research","Bon nombre de Premières Nations recueillent de l'information sur l'activité de pêche ASR, et il s'agit d'un domaine important pour de futures recherches",en,fr,opus_mt_finetuned,"De nombreuses Premières Nations recueillent de l'information sur les activités de pêche de la RCA, et il s'agit d'un domaine de recherche important.",0.8479843735694885,0.8686529397964478,0.9112468957901001
"Many First Nations do collect information on RCA fishing activity, and this is an important area for further research","Bon nombre de Premières Nations recueillent de l'information sur l'activité de pêche ASR, et il s'agit d'un domaine important pour de futures recherches",en,fr,m2m100_418m_base,"Beaucoup de Premières Nations recueillent des informations sur l'activité de la pêche RCA, et c'est un domaine important pour la recherche ultérieure",0.8479843735694885,0.9006748199462891,0.9392125010490417
"Many First Nations do collect information on RCA fishing activity, and this is an important area for further research","Bon nombre de Premières Nations recueillent de l'information sur l'activité de pêche ASR, et il s'agit d'un domaine important pour de futures recherches",en,fr,m2m100_418m_finetuned,"De nombreuses Premières Nations recueillent des renseignements sur l'activité de pêche de la RCA, et il s'agit d'un domaine important pour la recherche approfondie.",0.8479843735694885,0.8599091172218323,0.9094829559326172
"Many First Nations do collect information on RCA fishing activity, and this is an important area for further research","Bon nombre de Premières Nations recueillent de l'information sur l'activité de pêche ASR, et il s'agit d'un domaine important pour de futures recherches",en,fr,mbart50_mmt_base,"De nombreuses Premières nations recueillent de l’information sur les activités de pêche de la RCA, ce qui constitue un domaine important de recherche.",0.8479843735694885,0.8186923265457153,0.8859984874725342
"Many First Nations do collect information on RCA fishing activity, and this is an important area for further research","Bon nombre de Premières Nations recueillent de l'information sur l'activité de pêche ASR, et il s'agit d'un domaine important pour de futures recherches",en,fr,mbart50_mmt_finetuned,"De nombreuses Premières Nations recueillent de l'information sur l'activité de pêche de la RCA, et c'est un domaine important pour les recherches futures.",0.8479843735694885,0.8615496754646301,0.9318332672119141
None of these models ranked within the top 50 (17 out of 33) of all models compared for this stock (including spawner-based models) for all performance measures (Table 5 in MacDonald Grant 2012),Aucun de ces modèles ne s'est classé dans la moitié supérieure (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les reproducteurs) sur toutes les mesures de rendement (tableau 5 dans MacDonald et Grant 2012),en,fr,nllb_3b_base_researchonly,Aucun de ces modèles n'est classé parmi les 50 premiers (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur des engrais) pour toutes les mesures de performance (tableau 5 de MacDonald Grant 2012),0.869059681892395,0.9268171787261963,0.9219180345535278
None of these models ranked within the top 50 (17 out of 33) of all models compared for this stock (including spawner-based models) for all performance measures (Table 5 in MacDonald Grant 2012),Aucun de ces modèles ne s'est classé dans la moitié supérieure (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les reproducteurs) sur toutes les mesures de rendement (tableau 5 dans MacDonald et Grant 2012),en,fr,opus_mt_base,"Aucun de ces modèles n’a été classé parmi les 50 premiers (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les géniteurs) pour toutes les mesures de rendement (tableau 5 de MacDonald Grant, 2012).",0.869059681892395,0.8637030124664307,0.9360154271125793
None of these models ranked within the top 50 (17 out of 33) of all models compared for this stock (including spawner-based models) for all performance measures (Table 5 in MacDonald Grant 2012),Aucun de ces modèles ne s'est classé dans la moitié supérieure (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les reproducteurs) sur toutes les mesures de rendement (tableau 5 dans MacDonald et Grant 2012),en,fr,opus_mt_finetuned,Aucun de ces modèles n'a été classé dans les 50 premiers (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles fondés sur les géniteurs) pour toutes les mesures de rendement (tableau 5 de MacDonald Grant 2012).,0.869059681892395,0.8892284631729126,0.9415997266769409
None of these models ranked within the top 50 (17 out of 33) of all models compared for this stock (including spawner-based models) for all performance measures (Table 5 in MacDonald Grant 2012),Aucun de ces modèles ne s'est classé dans la moitié supérieure (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les reproducteurs) sur toutes les mesures de rendement (tableau 5 dans MacDonald et Grant 2012),en,fr,m2m100_418m_base,Aucun de ces modèles n'a été classé dans le top 50 (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur le spawner) pour toutes les mesures de performance (Table 5 dans MacDonald Grant 2012),0.869059681892395,0.9605734944343567,0.9107619524002075
None of these models ranked within the top 50 (17 out of 33) of all models compared for this stock (including spawner-based models) for all performance measures (Table 5 in MacDonald Grant 2012),Aucun de ces modèles ne s'est classé dans la moitié supérieure (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les reproducteurs) sur toutes les mesures de rendement (tableau 5 dans MacDonald et Grant 2012),en,fr,m2m100_418m_finetuned,Aucun de ces modèles n'a été classé au top 50 (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles fondés sur les reproducteurs) pour toutes les mesures de rendement (tableau 5 de MacDonald Grant 2012),0.869059681892395,0.9256472587585449,0.9523802995681763
None of these models ranked within the top 50 (17 out of 33) of all models compared for this stock (including spawner-based models) for all performance measures (Table 5 in MacDonald Grant 2012),Aucun de ces modèles ne s'est classé dans la moitié supérieure (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les reproducteurs) sur toutes les mesures de rendement (tableau 5 dans MacDonald et Grant 2012),en,fr,mbart50_mmt_base,Aucun de ces modèles n’a été classé parmi les 50 premiers (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur l’élevage) pour toutes les mesures de performance (tableau 5 de MacDonald Grant 2012).,0.869059681892395,0.8769798874855042,0.9286010265350342
None of these models ranked within the top 50 (17 out of 33) of all models compared for this stock (including spawner-based models) for all performance measures (Table 5 in MacDonald Grant 2012),Aucun de ces modèles ne s'est classé dans la moitié supérieure (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles basés sur les reproducteurs) sur toutes les mesures de rendement (tableau 5 dans MacDonald et Grant 2012),en,fr,mbart50_mmt_finetuned,Aucun de ces modèles n'a été classé parmi les 50 premiers (17 sur 33) de tous les modèles comparés pour ce stock (y compris les modèles fondés sur les reproducteurs) pour toutes les mesures de rendement (tableau 5 dans MacDonald Grant 2012).,0.869059681892395,0.8857089281082153,0.94935142993927
These fish were probably born in 1993 and 1994,Ces poissons seraient nés probablement en 1993 et 1994,en,fr,nllb_3b_base_researchonly,Ces poissons sont probablement nés en 1993 et 1994.,0.9443961381912231,0.9189616441726685,0.9737594127655029
These fish were probably born in 1993 and 1994,Ces poissons seraient nés probablement en 1993 et 1994,en,fr,opus_mt_base,Ces poissons sont probablement nés en 1993 et 1994,0.9443961381912231,0.9512944221496582,0.9906396269798279
These fish were probably born in 1993 and 1994,Ces poissons seraient nés probablement en 1993 et 1994,en,fr,opus_mt_finetuned,Ces poissons sont probablement nés en 1993 et 1994,0.9443961381912231,0.9512944221496582,0.9906396269798279
These fish were probably born in 1993 and 1994,Ces poissons seraient nés probablement en 1993 et 1994,en,fr,m2m100_418m_base,Ces poissons sont probablement nés en 1993 et 1994,0.9443961381912231,0.9512944221496582,0.9906396269798279
These fish were probably born in 1993 and 1994,Ces poissons seraient nés probablement en 1993 et 1994,en,fr,m2m100_418m_finetuned,Ces poissons sont probablement nés en 1993 et en 1994.,0.9443961381912231,0.9198081493377686,0.9681147933006287
These fish were probably born in 1993 and 1994,Ces poissons seraient nés probablement en 1993 et 1994,en,fr,mbart50_mmt_base,Ces poissons sont probablement nés en 1993 et 1994,0.9443961381912231,0.9512944221496582,0.9906396269798279
These fish were probably born in 1993 and 1994,Ces poissons seraient nés probablement en 1993 et 1994,en,fr,mbart50_mmt_finetuned,Ces poissons sont probablement nés en 1993 et en 1994,0.9443961381912231,0.9515529870986938,0.9840492010116577
Current abundance above average,Abondance actuelle supérieure à la moyenne,en,fr,nllb_3b_base_researchonly,Abondance actuelle supérieure à la moyenne,0.9209554195404053,0.9209554195404053,1.0000001192092896
Current abundance above average,Abondance actuelle supérieure à la moyenne,en,fr,opus_mt_base,Abondance actuelle au-dessus de la moyenne,0.9209554195404053,0.9240003824234009,0.9899340867996216
Current abundance above average,Abondance actuelle supérieure à la moyenne,en,fr,opus_mt_finetuned,Abondance actuelle supérieure à la moyenne,0.9209554195404053,0.9209554195404053,1.0000001192092896
Current abundance above average,Abondance actuelle supérieure à la moyenne,en,fr,m2m100_418m_base,L'abondance actuelle au-dessus de la moyenne,0.9209554195404053,0.9243553280830383,0.978270411491394
Current abundance above average,Abondance actuelle supérieure à la moyenne,en,fr,m2m100_418m_finetuned,Abondance actuelle supérieure à la moyenne,0.9209554195404053,0.9209554195404053,1.0000001192092896
Current abundance above average,Abondance actuelle supérieure à la moyenne,en,fr,mbart50_mmt_base,Abondance actuelle supérieure à la moyenne,0.9209554195404053,0.9209554195404053,1.0000001192092896
Current abundance above average,Abondance actuelle supérieure à la moyenne,en,fr,mbart50_mmt_finetuned,Abondance actuelle supérieure à la moyenne,0.9209554195404053,0.9209554195404053,1.0000001192092896
DU6 LFR-Maria: time series of relative escapement from 1996 to 2020 with two estimates of the rate of change in escapement through time: (1) rate of change over the last three generations based only on the last three generations of data (black) (2) rate of change over the last three generations based on all available data (red),"UD 6 BFr-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de variation des échappées enregistrées dans le temps : 1) taux de variation sur les trois dernières générations, basé uniquement sur les trois dernières générations de données (en noir); 2) taux de variation sur les trois dernières générations, basé sur toutes les données disponibles (en rouge)",en,fr,nllb_3b_base_researchonly,DU6 LFR-Maria: séries chronologiques d'échappement relatif de 1996 à 2020 avec deux estimations du taux de variation de l'échappement dans le temps: (1) taux de variation au cours des trois dernières générations basé uniquement sur les trois dernières générations de données (noir) (2) taux de variation au cours des trois dernières générations basé sur toutes les données disponibles (rouge),0.9020427465438843,0.9422780275344849,0.9391670227050781
DU6 LFR-Maria: time series of relative escapement from 1996 to 2020 with two estimates of the rate of change in escapement through time: (1) rate of change over the last three generations based only on the last three generations of data (black) (2) rate of change over the last three generations based on all available data (red),"UD 6 BFr-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de variation des échappées enregistrées dans le temps : 1) taux de variation sur les trois dernières générations, basé uniquement sur les trois dernières générations de données (en noir); 2) taux de variation sur les trois dernières générations, basé sur toutes les données disponibles (en rouge)",en,fr,opus_mt_base,DU6 LFR-Maria: séries chronologiques d'échappement relatif de 1996 à 2020 avec deux estimations du taux de variation de l'échappement dans le temps: (1) taux de variation au cours des trois dernières générations basé uniquement sur les trois dernières générations de données (noir) (2) taux de variation au cours des trois dernières générations basé sur toutes les données disponibles (rouge),0.9020427465438843,0.9422780275344849,0.9391670227050781
DU6 LFR-Maria: time series of relative escapement from 1996 to 2020 with two estimates of the rate of change in escapement through time: (1) rate of change over the last three generations based only on the last three generations of data (black) (2) rate of change over the last three generations based on all available data (red),"UD 6 BFr-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de variation des échappées enregistrées dans le temps : 1) taux de variation sur les trois dernières générations, basé uniquement sur les trois dernières générations de données (en noir); 2) taux de variation sur les trois dernières générations, basé sur toutes les données disponibles (en rouge)",en,fr,opus_mt_finetuned,UD 6 LFR-Maria : série chronologique d'échappées relatives de 1996 à 2020 avec deux estimations du taux de variation de l'échappée dans le temps : (1) taux de variation sur les trois dernières générations basé uniquement sur les trois dernières générations de données (noir) (2) taux de variation sur les trois dernières générations basé sur toutes les données disponibles (rouge),0.9020427465438843,0.937170147895813,0.9689998030662537
DU6 LFR-Maria: time series of relative escapement from 1996 to 2020 with two estimates of the rate of change in escapement through time: (1) rate of change over the last three generations based only on the last three generations of data (black) (2) rate of change over the last three generations based on all available data (red),"UD 6 BFr-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de variation des échappées enregistrées dans le temps : 1) taux de variation sur les trois dernières générations, basé uniquement sur les trois dernières générations de données (en noir); 2) taux de variation sur les trois dernières générations, basé sur toutes les données disponibles (en rouge)",en,fr,m2m100_418m_base,DU6 LFR-Maria: série de temps d'échappement relatif de 1996 à 2020 avec deux estimations du taux de change dans l'échappement au fil du temps: (1) le taux de change au cours des trois dernières générations basé uniquement sur les trois dernières générations de données (noir) (2) le taux de change au cours des trois dernières générations basé sur toutes les données disponibles (rouge),0.9020427465438843,0.9478669166564941,0.9391587376594543
DU6 LFR-Maria: time series of relative escapement from 1996 to 2020 with two estimates of the rate of change in escapement through time: (1) rate of change over the last three generations based only on the last three generations of data (black) (2) rate of change over the last three generations based on all available data (red),"UD 6 BFr-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de variation des échappées enregistrées dans le temps : 1) taux de variation sur les trois dernières générations, basé uniquement sur les trois dernières générations de données (en noir); 2) taux de variation sur les trois dernières générations, basé sur toutes les données disponibles (en rouge)",en,fr,m2m100_418m_finetuned,DU6 LFR-Maria : série chronologique d'échappée relative de 1996 à 2020 avec deux estimations du taux de changement de l'échappée dans le temps : (1) taux de changement au cours des trois dernières générations basé uniquement sur les trois dernières générations de données (noir) (2) taux de changement au cours des trois dernières générations basé sur toutes les données disponibles (rouge),0.9020427465438843,0.9584451913833618,0.9422591328620911
DU6 LFR-Maria: time series of relative escapement from 1996 to 2020 with two estimates of the rate of change in escapement through time: (1) rate of change over the last three generations based only on the last three generations of data (black) (2) rate of change over the last three generations based on all available data (red),"UD 6 BFr-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de variation des échappées enregistrées dans le temps : 1) taux de variation sur les trois dernières générations, basé uniquement sur les trois dernières générations de données (en noir); 2) taux de variation sur les trois dernières générations, basé sur toutes les données disponibles (en rouge)",en,fr,mbart50_mmt_base,DU6 LFR-Maria : série temporelle de l'évacuation relative de 1996 à 2020 avec deux estimations du taux de changement dans l'évacuation par le temps : (1) taux de changement sur les trois dernières générations fondé uniquement sur les trois dernières générations de données ( noir ) (2) taux de changement sur les trois dernières générations fondé sur toutes les données disponibles ( rouge ),0.9020427465438843,0.955478310585022,0.9326607584953308
DU6 LFR-Maria: time series of relative escapement from 1996 to 2020 with two estimates of the rate of change in escapement through time: (1) rate of change over the last three generations based only on the last three generations of data (black) (2) rate of change over the last three generations based on all available data (red),"UD 6 BFr-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de variation des échappées enregistrées dans le temps : 1) taux de variation sur les trois dernières générations, basé uniquement sur les trois dernières générations de données (en noir); 2) taux de variation sur les trois dernières générations, basé sur toutes les données disponibles (en rouge)",en,fr,mbart50_mmt_finetuned,DU6 LFR-Maria : série chronologique des échappées relatives de 1996 à 2020 avec deux estimations du taux de changement des échappées au fil du temps : (1) taux de changement sur les trois dernières générations basé uniquement sur les trois dernières générations de données (noir) (2) taux de changement sur les trois dernières générations basé sur toutes les données disponibles (rouge),0.9020427465438843,0.9574543833732605,0.9462152719497681
"Le personnel du ministère des Pêches et des Océans, Direction des sciences, région du Golfe, présente un aperçu des données sur les stocks de poissons de fond dans le sud du golfe du Saint-Laurent, qui ont été recueillies en 1994","of Fisheries and Oceans, Science Branch, Gulf Region presented an overview of the data on the groundfish stocks of the southern Gulf of St",fr,en,nllb_3b_base_researchonly,"The staff of the Ministry of Fisheries and Oceans, Science Directorate, Gulf Region, presents an overview of the data on bottom fish stocks in the southern Gulf of St. Lawrence, which were collected in 1994",0.7802368402481079,0.9056479930877686,0.8077707290649414
"Le personnel du ministère des Pêches et des Océans, Direction des sciences, région du Golfe, présente un aperçu des données sur les stocks de poissons de fond dans le sud du golfe du Saint-Laurent, qui ont été recueillies en 1994","of Fisheries and Oceans, Science Branch, Gulf Region presented an overview of the data on the groundfish stocks of the southern Gulf of St",fr,en,opus_mt_base,"Department of Fisheries and Oceans staff, Science Branch, Gulf Region, provides an overview of groundfish stock data in the southern Gulf of St. Lawrence collected in 1994",0.7802368402481079,0.9014714360237122,0.8229226469993591
"Le personnel du ministère des Pêches et des Océans, Direction des sciences, région du Golfe, présente un aperçu des données sur les stocks de poissons de fond dans le sud du golfe du Saint-Laurent, qui ont été recueillies en 1994","of Fisheries and Oceans, Science Branch, Gulf Region presented an overview of the data on the groundfish stocks of the southern Gulf of St",fr,en,opus_mt_finetuned,"Department of Fisheries and Oceans, Science Branch, Gulf Region, staff presented an overview of groundfish stock data in the southern Gulf of St.",0.7802368402481079,0.8260928392410278,0.91940838098526
