source,target,source_lang,other_lang,translator_name,translated_text,cosine_similarity_original_translation,cosine_similarity_vs_source,cosine_similarity_vs_target
"In reality, with regard to Goal 1, under the CBD, there is considerable latitude in the range of outcomes that can be considered as contributing to the conservation of biodiversity (see text box), and even single species protection does constitute protection of biodiversity.","En réalité, en ce qui concerne le but 1, en vertu de la CDB, il existe une latitude considérable dans l'éventail de résultats pouvant être considérés comme contribuant à la conservation de la biodiversité (se reporter à la zone de texte), et même la protection d'une seule espèce constitue une protection de la biodiversité.",en,fr,opus_mt_base,"En réalité, en ce qui concerne l’objectif 1, dans le cadre de la CDB, il existe une latitude considérable dans l’éventail des résultats qui peuvent être considérés comme contribuant à la conservation de la biodiversité (voir encadré), et même la protection d’une seule espèce constitue la protection de la biodiversité.",0.9312273859977722,0.9139976501464844,0.9776637554168701
"In reality, with regard to Goal 1, under the CBD, there is considerable latitude in the range of outcomes that can be considered as contributing to the conservation of biodiversity (see text box), and even single species protection does constitute protection of biodiversity.","En réalité, en ce qui concerne le but 1, en vertu de la CDB, il existe une latitude considérable dans l'éventail de résultats pouvant être considérés comme contribuant à la conservation de la biodiversité (se reporter à la zone de texte), et même la protection d'une seule espèce constitue une protection de la biodiversité.",en,fr,opus_mt_finetuned,"En réalité, en ce qui concerne l'objectif 1, en vertu de la CDB, il existe une latitude considérable dans l'éventail des résultats qui peuvent être considérés comme contribuant à la conservation de la biodiversité (voir l'encadré), et même la protection d'une seule espèce constitue une protection de la biodiversité.",0.9312273859977722,0.9275285005569458,0.9843288660049438
"In reality, with regard to Goal 1, under the CBD, there is considerable latitude in the range of outcomes that can be considered as contributing to the conservation of biodiversity (see text box), and even single species protection does constitute protection of biodiversity.","En réalité, en ce qui concerne le but 1, en vertu de la CDB, il existe une latitude considérable dans l'éventail de résultats pouvant être considérés comme contribuant à la conservation de la biodiversité (se reporter à la zone de texte), et même la protection d'une seule espèce constitue une protection de la biodiversité.",en,fr,m2m100_418m_base,"En réalité, en ce qui concerne l’objectif 1, sous le CBD, il y a une largeur considérable dans la gamme de résultats qui peuvent être considérés comme contribuant à la conservation de la biodiversité (voir boîte de texte), et même la protection d’une seule espèce constitue la protection de la biodiversité.",0.9312273859977722,0.914099395275116,0.9606513381004333
"In reality, with regard to Goal 1, under the CBD, there is considerable latitude in the range of outcomes that can be considered as contributing to the conservation of biodiversity (see text box), and even single species protection does constitute protection of biodiversity.","En réalité, en ce qui concerne le but 1, en vertu de la CDB, il existe une latitude considérable dans l'éventail de résultats pouvant être considérés comme contribuant à la conservation de la biodiversité (se reporter à la zone de texte), et même la protection d'une seule espèce constitue une protection de la biodiversité.",en,fr,m2m100_418m_finetuned,"En réalité, en ce qui concerne l'objectif 1, dans le cadre du CBD, il existe une latitude considérable dans l'éventail de résultats qui peuvent être considérés comme contribuant à la conservation de la biodiversité (voir la boîte de texte), et même la protection d'une seule espèce constitue la protection de la biodiversité.",0.9312273859977722,0.9330915212631226,0.9709315896034241
"In reality, with regard to Goal 1, under the CBD, there is considerable latitude in the range of outcomes that can be considered as contributing to the conservation of biodiversity (see text box), and even single species protection does constitute protection of biodiversity.","En réalité, en ce qui concerne le but 1, en vertu de la CDB, il existe une latitude considérable dans l'éventail de résultats pouvant être considérés comme contribuant à la conservation de la biodiversité (se reporter à la zone de texte), et même la protection d'une seule espèce constitue une protection de la biodiversité.",en,fr,mbart50_mmt_base,"En réalité, pour ce qui est de l’objectif 1, en vertu de la CDB, il existe une large gamme de résultats qui peuvent être considérés comme contribuant à la conservation de la biodiversité (voir la case de texte), et même la protection d’une seule espèce constitue une protection de la biodiversité.",0.9312273859977722,0.9183390140533447,0.9766309261322021
"In reality, with regard to Goal 1, under the CBD, there is considerable latitude in the range of outcomes that can be considered as contributing to the conservation of biodiversity (see text box), and even single species protection does constitute protection of biodiversity.","En réalité, en ce qui concerne le but 1, en vertu de la CDB, il existe une latitude considérable dans l'éventail de résultats pouvant être considérés comme contribuant à la conservation de la biodiversité (se reporter à la zone de texte), et même la protection d'une seule espèce constitue une protection de la biodiversité.",en,fr,mbart50_mmt_finetuned,"En réalité, en ce qui concerne l'objectif 1, en vertu de la CDB, il y a une largeur considérable dans l'éventail des résultats qui peuvent être considérés comme contribuant à la conservation de la biodiversité (voir la case de texte), et même la protection d'une seule espèce constitue une protection de la biodiversité.",0.9312273859977722,0.9269160032272339,0.9903551340103149
La capacité d'un bassin profond semi-fermé de retenir partiellement la stratification de densité qui lui est imposée par une convection récurrente produit le préconditionnement convectif dont il a été question à la section précédente du point de vue du forçage atmosphérique.,The ability of a semi-enclosed deep basin to partially retain density stratification imposed on it by a recurring convection leads to convective preconditioning discussed in the previous section from the standpoint of the atmospheric forcing.,fr,en,nllb_3b_base_researchonly,The ability of a semi-enclosed deep basin to retain partially the density stratification imposed on it by recurrent convection produces the convective preconditioning discussed in the previous section from the point of view of atmospheric forcing.,0.9116511344909668,0.9142177700996399,0.9852294325828552
La capacité d'un bassin profond semi-fermé de retenir partiellement la stratification de densité qui lui est imposée par une convection récurrente produit le préconditionnement convectif dont il a été question à la section précédente du point de vue du forçage atmosphérique.,The ability of a semi-enclosed deep basin to partially retain density stratification imposed on it by a recurring convection leads to convective preconditioning discussed in the previous section from the standpoint of the atmospheric forcing.,fr,en,opus_mt_base,The ability of a semi-enclosed deep basin to partially retain the density stratification imposed upon it by recurrent convection produces the convective preconditioning discussed in the previous section from the point of view of atmospheric forcing.,0.9116511344909668,0.913281261920929,0.9859670996665955
La capacité d'un bassin profond semi-fermé de retenir partiellement la stratification de densité qui lui est imposée par une convection récurrente produit le préconditionnement convectif dont il a été question à la section précédente du point de vue du forçage atmosphérique.,The ability of a semi-enclosed deep basin to partially retain density stratification imposed on it by a recurring convection leads to convective preconditioning discussed in the previous section from the standpoint of the atmospheric forcing.,fr,en,opus_mt_finetuned,The ability of a semi-closed deep basin to partially retain the density stratification imposed on it by recurrent convection produces the convective preconditioning discussed in the previous section from an atmospheric forcing perspective.,0.9116511344909668,0.9174493551254272,0.9805753231048584
La capacité d'un bassin profond semi-fermé de retenir partiellement la stratification de densité qui lui est imposée par une convection récurrente produit le préconditionnement convectif dont il a été question à la section précédente du point de vue du forçage atmosphérique.,The ability of a semi-enclosed deep basin to partially retain density stratification imposed on it by a recurring convection leads to convective preconditioning discussed in the previous section from the standpoint of the atmospheric forcing.,fr,en,m2m100_418m_base,The ability of a semi-closed deep pool to partially retain the density stratification that is imposed on it by a recurrent convection produces the convective precondicionation which was discussed in the previous section from the point of view of atmospheric forcing.,0.9116511344909668,0.9152516722679138,0.9777877926826477
La capacité d'un bassin profond semi-fermé de retenir partiellement la stratification de densité qui lui est imposée par une convection récurrente produit le préconditionnement convectif dont il a été question à la section précédente du point de vue du forçage atmosphérique.,The ability of a semi-enclosed deep basin to partially retain density stratification imposed on it by a recurring convection leads to convective preconditioning discussed in the previous section from the standpoint of the atmospheric forcing.,fr,en,m2m100_418m_finetuned,The ability of a half-closed deep basin to partially retain the density stratification imposed on it by recurrent convection produces the convective pre-conditioning that was discussed in the previous section from the atmospheric forcing perspective.,0.9116511344909668,0.9148491621017456,0.971143364906311
La capacité d'un bassin profond semi-fermé de retenir partiellement la stratification de densité qui lui est imposée par une convection récurrente produit le préconditionnement convectif dont il a été question à la section précédente du point de vue du forçage atmosphérique.,The ability of a semi-enclosed deep basin to partially retain density stratification imposed on it by a recurring convection leads to convective preconditioning discussed in the previous section from the standpoint of the atmospheric forcing.,fr,en,mbart50_mmt_base,The ability of a semi-closed deep basin to partially retain the density stratification imposed by recurrent convection produces the convection preconditioning discussed in the previous section from the point of view of atmospheric forcing.,0.9116511344909668,0.9132102727890015,0.9773889780044556
La capacité d'un bassin profond semi-fermé de retenir partiellement la stratification de densité qui lui est imposée par une convection récurrente produit le préconditionnement convectif dont il a été question à la section précédente du point de vue du forçage atmosphérique.,The ability of a semi-enclosed deep basin to partially retain density stratification imposed on it by a recurring convection leads to convective preconditioning discussed in the previous section from the standpoint of the atmospheric forcing.,fr,en,mbart50_mmt_finetuned,The ability of a semi-closed deep basin to partially retain the density stratification imposed by recurrent convection produces the convection preconditioning discussed in the previous section from the point of view of atmospheric forcing.,0.9116511344909668,0.9132102727890015,0.9773889780044556
Les lignes tiretées sont les tendances linéaires des strates 490 (en rouge) et 470 à 495 (en noir).,Dashed lines are the linear trends for strata 490 (red) and strata 470 495 (black).,fr,en,nllb_3b_base_researchonly,The lines drawn are the linear trends of strata 490 (in red) and 470 to 495 (in black).,0.9513946771621704,0.9717982411384583,0.9620886445045471
Les lignes tiretées sont les tendances linéaires des strates 490 (en rouge) et 470 à 495 (en noir).,Dashed lines are the linear trends for strata 490 (red) and strata 470 495 (black).,fr,en,opus_mt_base,The dashed lines are the linear trends of strata 490 (red) and 470 to 495 (black).,0.9513946771621704,0.972987174987793,0.9734513759613037
Les lignes tiretées sont les tendances linéaires des strates 490 (en rouge) et 470 à 495 (en noir).,Dashed lines are the linear trends for strata 490 (red) and strata 470 495 (black).,fr,en,opus_mt_finetuned,Dashed lines are the linear trends in strata 490 (red) and 470 to 495 (black).,0.9513946771621704,0.9746738076210022,0.971817672252655
Les lignes tiretées sont les tendances linéaires des strates 490 (en rouge) et 470 à 495 (en noir).,Dashed lines are the linear trends for strata 490 (red) and strata 470 495 (black).,fr,en,m2m100_418m_base,The linear lines are the linear trends of the layers 490 (in red) and 470 to 495 (in black).,0.9513946771621704,0.9540335536003113,0.9626891613006592
Les lignes tiretées sont les tendances linéaires des strates 490 (en rouge) et 470 à 495 (en noir).,Dashed lines are the linear trends for strata 490 (red) and strata 470 495 (black).,fr,en,m2m100_418m_finetuned,The dashed lines are the 490 (red) and 470-495 (black) linear trends.,0.9513946771621704,0.962405800819397,0.9507558345794678
Les lignes tiretées sont les tendances linéaires des strates 490 (en rouge) et 470 à 495 (en noir).,Dashed lines are the linear trends for strata 490 (red) and strata 470 495 (black).,fr,en,mbart50_mmt_base,The drawn lines are the linear trends of the 490 (red) and 470 to 495 (black) strata.,0.9513946771621704,0.9732098579406738,0.9659539461135864
Les lignes tiretées sont les tendances linéaires des strates 490 (en rouge) et 470 à 495 (en noir).,Dashed lines are the linear trends for strata 490 (red) and strata 470 495 (black).,fr,en,mbart50_mmt_finetuned,Dashed lines are the linear trends of strata 490 (red) and 470 495 (black).,0.9513946771621704,0.9630345702171326,0.9891046285629272
Les autres estimations étaient basées sur les répartitions des besoins en superficie du méné long (selon les estimations de densité) et fournissent les besoins en superficie minimums (5e centile) ainsi que la valeur médiane de ces besoins.,The other estimates were based on distributions of Redside Dace area requirements (using density estimates) and provide the minimum (5th percentile) and median area requirements.,fr,en,nllb_3b_base_researchonly,The other estimates were based on the distributions of the area requirements of the long menu (according to the density estimates) and provide the minimum area requirements (5th percentile) as well as the median value of these requirements.,0.814405620098114,0.8910768628120422,0.8567452430725098
Les autres estimations étaient basées sur les répartitions des besoins en superficie du méné long (selon les estimations de densité) et fournissent les besoins en superficie minimums (5e centile) ainsi que la valeur médiane de ces besoins.,The other estimates were based on distributions of Redside Dace area requirements (using density estimates) and provide the minimum (5th percentile) and median area requirements.,fr,en,opus_mt_base,The other estimates were based on the distributions of the area requirements of the Long Shiner (based on density estimates) and provide the minimum area requirements (5th percentile) as well as the median value of these requirements.,0.814405620098114,0.8620147705078125,0.8324891924858093
Les autres estimations étaient basées sur les répartitions des besoins en superficie du méné long (selon les estimations de densité) et fournissent les besoins en superficie minimums (5e centile) ainsi que la valeur médiane de ces besoins.,The other estimates were based on distributions of Redside Dace area requirements (using density estimates) and provide the minimum (5th percentile) and median area requirements.,fr,en,opus_mt_finetuned,The other estimates were based on the distributions of the area requirements of the Longhorn Shiner (based on density estimates) and provide the minimum area requirements (5th percentile) and the median value of these requirements.,0.814405620098114,0.8162862062454224,0.7955814003944397
Les autres estimations étaient basées sur les répartitions des besoins en superficie du méné long (selon les estimations de densité) et fournissent les besoins en superficie minimums (5e centile) ainsi que la valeur médiane de ces besoins.,The other estimates were based on distributions of Redside Dace area requirements (using density estimates) and provide the minimum (5th percentile) and median area requirements.,fr,en,m2m100_418m_base,The other estimates were based on the distribution of long-mane surface needs (according to density estimates) and provide the minimum surface needs (5th centile) as well as the average value of these needs.,0.814405620098114,0.9225658774375916,0.8296451568603516
Les autres estimations étaient basées sur les répartitions des besoins en superficie du méné long (selon les estimations de densité) et fournissent les besoins en superficie minimums (5e centile) ainsi que la valeur médiane de ces besoins.,The other estimates were based on distributions of Redside Dace area requirements (using density estimates) and provide the minimum (5th percentile) and median area requirements.,fr,en,m2m100_418m_finetuned,The other estimates were based on the distribution of long-money area needs (based on density estimates) and provide the minimum area needs (5th percentile) as well as the median value of these needs.,0.814405620098114,0.8959154486656189,0.8640754222869873
Les autres estimations étaient basées sur les répartitions des besoins en superficie du méné long (selon les estimations de densité) et fournissent les besoins en superficie minimums (5e centile) ainsi que la valeur médiane de ces besoins.,The other estimates were based on distributions of Redside Dace area requirements (using density estimates) and provide the minimum (5th percentile) and median area requirements.,fr,en,mbart50_mmt_base,The other estimates were based on the distributions of the surface needs of the long-tail (according to density estimates) and provide the minimum surface needs (5th cent) as well as the median value of these needs.,0.814405620098114,0.9189684391021729,0.8423746824264526
Les autres estimations étaient basées sur les répartitions des besoins en superficie du méné long (selon les estimations de densité) et fournissent les besoins en superficie minimums (5e centile) ainsi que la valeur médiane de ces besoins.,The other estimates were based on distributions of Redside Dace area requirements (using density estimates) and provide the minimum (5th percentile) and median area requirements.,fr,en,mbart50_mmt_finetuned,The other estimates were based on the distributions of Area Needs for Redside Dace (based on density estimates) and provide minimum Area Needs (5th percentile) as well as the median value of these needs.,0.814405620098114,0.811571478843689,0.9569482803344727
Ce modèle se concentre sur la mortalité des adultes pendant une courte période et ne tient pas compte de la mortalité plus élevée après la fraie des mâles ou des géniteurs ayant déjà frayé.,This model focuses on adult mortality in a narrow window and does not account for either higher post-spawning mortality of males or repeat spawners.,fr,en,nllb_3b_base_researchonly,This model focuses on adult mortality over a short period of time and does not take into account the higher mortality after spawning of males or breeders who have already spawned.,0.8458781242370605,0.9180359840393066,0.8855159878730774
Ce modèle se concentre sur la mortalité des adultes pendant une courte période et ne tient pas compte de la mortalité plus élevée après la fraie des mâles ou des géniteurs ayant déjà frayé.,This model focuses on adult mortality in a narrow window and does not account for either higher post-spawning mortality of males or repeat spawners.,fr,en,opus_mt_base,This model focuses on adult mortality for a short period of time and does not account for higher mortality after spawning of previously spawned males or spawners.,0.8458781242370605,0.9188537001609802,0.9011462926864624
Ce modèle se concentre sur la mortalité des adultes pendant une courte période et ne tient pas compte de la mortalité plus élevée après la fraie des mâles ou des géniteurs ayant déjà frayé.,This model focuses on adult mortality in a narrow window and does not account for either higher post-spawning mortality of males or repeat spawners.,fr,en,opus_mt_finetuned,This model focuses on adult mortality for a short period of time and does not account for higher post-spawning mortality of previously spawned males or spawners.,0.8458781242370605,0.916903555393219,0.9040113687515259
Ce modèle se concentre sur la mortalité des adultes pendant une courte période et ne tient pas compte de la mortalité plus élevée après la fraie des mâles ou des géniteurs ayant déjà frayé.,This model focuses on adult mortality in a narrow window and does not account for either higher post-spawning mortality of males or repeat spawners.,fr,en,m2m100_418m_base,This model focuses on adult mortality for a short period of time and does not take into account higher mortality after fry from male or genitors who have already fry.,0.8458781242370605,0.923500120639801,0.8610299825668335
Ce modèle se concentre sur la mortalité des adultes pendant une courte période et ne tient pas compte de la mortalité plus élevée après la fraie des mâles ou des géniteurs ayant déjà frayé.,This model focuses on adult mortality in a narrow window and does not account for either higher post-spawning mortality of males or repeat spawners.,fr,en,m2m100_418m_finetuned,This model focuses on adult mortality for a short period of time and does not account for higher mortality after spawning of males or spawners that have already spawned.,0.8458781242370605,0.9146872758865356,0.9003902673721313
Ce modèle se concentre sur la mortalité des adultes pendant une courte période et ne tient pas compte de la mortalité plus élevée après la fraie des mâles ou des géniteurs ayant déjà frayé.,This model focuses on adult mortality in a narrow window and does not account for either higher post-spawning mortality of males or repeat spawners.,fr,en,mbart50_mmt_base,This model focuses on adult mortality over a short period of time and does not take into account higher mortality after spawning of males or breeders who have already spawned.,0.8458781242370605,0.920764684677124,0.8871126174926758
Ce modèle se concentre sur la mortalité des adultes pendant une courte période et ne tient pas compte de la mortalité plus élevée après la fraie des mâles ou des géniteurs ayant déjà frayé.,This model focuses on adult mortality in a narrow window and does not account for either higher post-spawning mortality of males or repeat spawners.,fr,en,mbart50_mmt_finetuned,This model focuses on adult mortality over a short period of time and does not consider higher mortality after spawning of males or spawners that have already spawned.,0.8458781242370605,0.9171081781387329,0.8965992331504822
It was suggested that the authors provide a figure that shows the percentage occurrence of each cluster group size.,On suggère que les auteurs fournissent un schéma montrant l'occurrence en pourcentage de chaque groupe taille de groupe.,en,fr,nllb_3b_base_researchonly,Il a été suggéré que les auteurs fournissent un chiffre montrant le pourcentage d'occurrence de chaque taille de groupe de grappes.,0.8813458681106567,0.8941022157669067,0.925101637840271
It was suggested that the authors provide a figure that shows the percentage occurrence of each cluster group size.,On suggère que les auteurs fournissent un schéma montrant l'occurrence en pourcentage de chaque groupe taille de groupe.,en,fr,opus_mt_base,Il a été suggéré que les auteurs fournissent une figure qui montre le pourcentage d'occurrence de la taille de chaque groupe de grappes.,0.8813458681106567,0.9117262959480286,0.9397165179252625
It was suggested that the authors provide a figure that shows the percentage occurrence of each cluster group size.,On suggère que les auteurs fournissent un schéma montrant l'occurrence en pourcentage de chaque groupe taille de groupe.,en,fr,opus_mt_finetuned,Il est suggéré que les auteurs fournissent une figure qui montre le pourcentage d'occurrence de la taille de chaque groupe de grappes.,0.8813458681106567,0.8944683074951172,0.9508732557296753
It was suggested that the authors provide a figure that shows the percentage occurrence of each cluster group size.,On suggère que les auteurs fournissent un schéma montrant l'occurrence en pourcentage de chaque groupe taille de groupe.,en,fr,m2m100_418m_base,Il a été suggéré que les auteurs fournissent une figure indiquant le pourcentage de l'apparition de chaque taille de groupe de cluster.,0.8813458681106567,0.9129369258880615,0.9342303276062012
It was suggested that the authors provide a figure that shows the percentage occurrence of each cluster group size.,On suggère que les auteurs fournissent un schéma montrant l'occurrence en pourcentage de chaque groupe taille de groupe.,en,fr,m2m100_418m_finetuned,On suggère que les auteurs fournissent une figure indiquant le pourcentage de présence de chaque groupe de taille.,0.8813458681106567,0.8567191362380981,0.9446637630462646
It was suggested that the authors provide a figure that shows the percentage occurrence of each cluster group size.,On suggère que les auteurs fournissent un schéma montrant l'occurrence en pourcentage de chaque groupe taille de groupe.,en,fr,mbart50_mmt_base,Il a été suggéré que les auteurs fournissent une figure montrant le pourcentage de fréquence de chaque groupe de grappes.,0.8813458681106567,0.8581069111824036,0.9141361117362976
It was suggested that the authors provide a figure that shows the percentage occurrence of each cluster group size.,On suggère que les auteurs fournissent un schéma montrant l'occurrence en pourcentage de chaque groupe taille de groupe.,en,fr,mbart50_mmt_finetuned,On suggère que les auteurs fournissent une figure montrant le pourcentage de présence de chaque groupe de grappes.,0.8813458681106567,0.8479419946670532,0.92127525806427
Public awareness materials and a participatory approach will be crucial.,Des documents de sensibilisation du public et une approche participative seront essentiels.,en,fr,nllb_3b_base_researchonly,Le matériel de sensibilisation du public et une approche participative seront essentiels.,0.8835538625717163,0.9128550291061401,0.9268311858177185
Public awareness materials and a participatory approach will be crucial.,Des documents de sensibilisation du public et une approche participative seront essentiels.,en,fr,opus_mt_base,Le matériel de sensibilisation du public et une approche participative seront essentiels.,0.8835538625717163,0.9128550291061401,0.9268311858177185
Public awareness materials and a participatory approach will be crucial.,Des documents de sensibilisation du public et une approche participative seront essentiels.,en,fr,opus_mt_finetuned,Le matériel de sensibilisation du public et une approche participative seront essentiels.,0.8835538625717163,0.9128550291061401,0.9268311858177185
Public awareness materials and a participatory approach will be crucial.,Des documents de sensibilisation du public et une approche participative seront essentiels.,en,fr,m2m100_418m_base,Les matériaux de sensibilisation publique et une approche participative seront essentiels.,0.8835538625717163,0.9189224243164062,0.9394277930259705
Public awareness materials and a participatory approach will be crucial.,Des documents de sensibilisation du public et une approche participative seront essentiels.,en,fr,m2m100_418m_finetuned,Les documents de sensibilisation du public et une approche participative seront essentiels.,0.8835538625717163,0.8932009935379028,0.9966676235198975
Public awareness materials and a participatory approach will be crucial.,Des documents de sensibilisation du public et une approche participative seront essentiels.,en,fr,mbart50_mmt_base,Des documents de sensibilisation du public et une approche participative seront essentiels.,0.8835538625717163,0.8835538625717163,1.0000001192092896
Public awareness materials and a participatory approach will be crucial.,Des documents de sensibilisation du public et une approche participative seront essentiels.,en,fr,mbart50_mmt_finetuned,Des documents de sensibilisation du public et une approche participative seront essentiels.,0.8835538625717163,0.8835538625717163,1.0000001192092896
Les modèles qui en résultent prévoient la densité journalière moyenne de la biomasse des copépodes du genre Calanus (g m3) à des intervalles de profondeur de 10 m'depuis la surface jusqu au fond.,The resulting models predict the daily averaged Calanus copepod biomass density (g m-3) in 10 m depth intervals from surface to sea floor.,fr,en,nllb_3b_base_researchonly,The resulting models predict the average daily biomass density of copepods of the genus Calanus (g m3) at depth intervals of 10 m from the surface to the bottom.,0.9287694096565247,0.9635336399078369,0.9494145512580872
Les modèles qui en résultent prévoient la densité journalière moyenne de la biomasse des copépodes du genre Calanus (g m3) à des intervalles de profondeur de 10 m'depuis la surface jusqu au fond.,The resulting models predict the daily averaged Calanus copepod biomass density (g m-3) in 10 m depth intervals from surface to sea floor.,fr,en,opus_mt_base,The resulting models predict the average daily biomass density of copepods of the genus Calanus (g m3) at depth intervals of 10 m from the surface to the bottom.,0.9287694096565247,0.9635336399078369,0.9494145512580872
